meanfreq,sd,median,Q25,Q75,IQR,kurt,sp.ent,sfm,mode,meanfun,minfun,modindx,gender
0.05383322723560334,0.18241234458793687,-0.04334364866868381,-0.21135446150512274,0.5399971682668115,0.5388539644188408,-0.2408883952142183,0.8353188561377188,-0.04241591561445032,0.2074124410763447,-0.8372255543388818,0.5409728830701132,-0.36649453314552594,male
-1.948336075080168,1.2995728970583724,-2.059818188509575,-1.855442333424087,-0.5193788270352867,1.8241957261803163,0.1632588404774064,1.0251200233669069,1.0774120417913517,-2.1412103079524334,-1.2475014051071798,-1.0899002327106786,0.15977349115087475,male
0.646042348778965,0.49525928075553743,0.8715539273196566,0.6401481779495896,1.1455476680312602,-0.0954188839202649,-0.20182800943012943,0.6087583362110536,0.670083622408246,0.6946114626028598,0.6481396185474178,0.5678282593379563,-0.7612396518976412,female
0.676572223496311,-0.9856180856138422,0.4175007538170341,0.8760524166146185,-0.10726826445195353,-1.0560659523898832,-0.21833171424734396,-0.5152588515495408,-0.5335728601325767,0.23076634391207895,0.7754634438800051,0.602869209420577,-0.11241906242244881,female
0.9458219684465461,-0.9090618917983295,0.6670292617199546,1.041938016024214,0.4028149995495677,-0.9629745067683269,-0.21985953481352477,-0.715600157839345,-0.5889083755901001,0.5170693130089025,0.6116361768190602,0.6520376663196502,-0.29566263966543643,female
0.32680786406636303,-1.419910772936603,0.05685207614354526,0.7816482645611603,-0.9393673595241475,-1.4084170172366286,-0.17125382442450185,-1.3710280066278069,-0.9374768697983841,0.2675927148787318,0.6948189928870662,0.5506709925650219,-0.4145855801370201,female
0.2700501024738496,0.5251849781882623,0.40736274341692297,-0.17284217135648808,1.0813212482737282,0.7941359536168173,-0.23081605508464045,0.430418407012777,0.35927677052679347,-0.4361773848793198,-0.5589533068382369,0.5852259682878816,-0.9107097008226498,male
0.3636997228413603,-1.2822620342480127,0.23627020189919115,0.7535923157564905,-0.631221257500449,-1.2062316614178972,-0.18956505820995553,-1.0820889856629057,-0.9453253545867236,0.15888060369576343,0.9351605018460449,-1.0939691336663262,-0.34767863693386974,female
1.6388370779030772,-1.2821654343415252,1.3683945019582635,1.6992340095765757,1.0780486759318546,-1.3377711558424255,-0.20591455495250963,-1.37485406959616,-1.1098417794671,0.7745262569491446,1.1832891326491703,0.5385602639840776,-0.6744595317084157,female
-1.199666716783058,0.6109660315227542,-1.951237085598927,-1.0568617813522068,-0.45282320829018363,0.9523237172515876,-0.14391279733061704,0.8078584315884298,0.8797136409475119,-1.0307274460343638,-1.3909098848885966,-1.0663478910322317,-0.5560244377739242,male
1.0284610415198374,-1.4925425892106237,0.8439868346925581,1.0130549402729656,0.2221584448285561,-1.0299302370505834,-0.20192058372366792,-1.4472635587693494,-1.3884285066685957,0.7182835434418977,0.7638153055661049,0.7086651151322029,-0.37403071803128013,female
0.6660468023505134,-0.24383431189781152,0.6722210155379047,0.9220207049889664,0.4837427578005745,-0.7818136584441756,-0.2265381145807156,0.2791949302122736,-0.12055648782924638,-2.1412103079524334,0.6919228552256154,-1.0947781033341548,1.3616131005780372,male
0.5609959743380261,-0.034278887960528644,0.7469030136859065,0.12473726214029031,0.9010007091666209,0.35590801634861186,-0.22000163856089794,0.3467985531457636,-0.6868174763256449,1.050709671841937,-0.5069656937318124,0.5409728830701132,-0.9031511451669896,male
0.6738886033366931,0.07769328747456893,0.9819081520718986,-0.015101724123890109,1.2255935293019367,0.6943705765839846,-0.22228610098669205,0.11959423391622355,-0.6238540669783023,1.1965529601283744,-0.6633476243974862,0.6733194156488541,-0.6930057018082163,male
1.6743548564148114,-1.5543866796158534,1.2204069952507233,1.5249500262276192,1.1422153859855417,-1.1040115599471492,-0.22679905302761919,-1.3551028259064954,-1.5064105878817033,0.7324808516987337,1.5150321883132158,0.5458123830298907,-0.5200892050801108,female
-1.540072426996238,2.589404102583398,0.4611792717668499,-2.6855342008372487,-0.39460906281052205,2.837636773016318,7.061488963428773,-2.444493889863897,-0.2696422588910334,-2.1412103079524334,0.6049972613168274,-0.9806180470439554,-1.454772289249461,female
-0.65232980704484,0.5624856434075334,-0.5501330644584113,-0.4511596795774731,-0.48919312151934197,0.24304371965726063,-0.2359180457113123,1.4484554894947412,1.4563853513452123,0.12886196023817173,-0.8386171799564159,-0.9667821485324057,0.2690364649639174,male
0.5390242571508429,0.329417513077151,0.2927993500713769,-0.02103725748284319,1.4071769003953758,0.8014559631755523,-0.22603442466672613,-0.33231209247876353,-0.5973412146644345,1.4321702680166724,0.042518418563189636,0.5902416138541914,-0.13371775059917218,male
-0.5868936206415913,0.19029563382156997,-1.228657528459458,-0.4777764772959004,-0.13505953517616623,0.4690014191774416,-0.18327920012570842,0.7655818236067219,0.4015169262681571,-0.6206331107464055,-1.0550168638616488,-0.9858326413490425,1.4098556106886377,male
-0.4904485470062787,0.9743387107058941,0.07489152235428145,-0.5720085798432325,-0.15768779359254292,0.5637182723225318,0.342761646604518,0.6743576644208548,1.103322220628644,-1.4932063762968313,0.19484831648616047,-1.0477820216935188,1.7235001013314548,female
0.815704253467611,-1.0682155539897682,0.5192920078504077,1.0764898529992146,-0.03601558314897421,-1.24475924709569,-0.1833630402515559,-1.2680299050757797,-0.9945032310938151,0.43539893289269,0.6114654614573217,0.6520376663196502,-0.49346027135765014,female
0.8698837680615458,0.7834571967191182,1.3198757460442918,1.391899218722391,1.0021237405304757,-1.0300287609653196,-0.18238643692028328,0.05983711705448815,-0.03227593436321745,1.0383768119256038,0.6167066379432952,-1.095585480542013,-0.08659778830503818,female
-0.22582156852425958,1.099492467689785,-0.8057512833366395,-0.24960109922304505,1.1246583753749901,0.9054197615264243,-0.19783664987024221,0.9851102131656768,1.215111632557329,-0.36164083888327764,-0.42467728208865185,0.436903127579171,0.860037863890398,male
-0.07159024477583052,0.22831964168461136,-0.059756183050889304,-0.1856911567621802,-0.1821490017781191,0.11064010915375275,-0.23588253176697468,0.7769051157861286,0.5354821650673095,1.465316679036971,-0.9342358677892245,0.5827256689730802,-0.8607205407069546,male
-0.46212359234495415,0.4384309568630744,-0.10770526681178048,-0.675807048179587,-0.17019850346280527,0.6749103286573925,-0.20893524870748814,0.8834539578172216,0.6350083664763155,-0.9460324272042497,-1.2439976798027947,-0.8309591904878572,-1.2710449443394074,male
1.910338837505354,-1.288929287606765,1.5121114700838607,1.7505673154341785,1.6700301267963804,-1.069087124801058,-0.22688087652217273,-1.5426560522705244,-1.2874530211554998,0.8520449480958606,1.05275958901708,0.5409728830701132,-0.6535392560283888,female
-0.6942721327839808,0.13265207562831838,-1.2619965925027057,-0.6235814228119045,-0.23649026569389942,0.5788578593332493,-0.183567225078028,0.2839557791921665,-0.06283244060861742,-0.6880284923037393,-0.8975015215134071,-0.3139201314589605,3.589790049800542,male
-0.015830970208600494,-1.4849915401543847,-0.2716588271537429,0.3578389713161398,-0.9607657392810051,-0.9380187717125498,-0.20810408713029638,-1.3647120946211897,-1.1181633863258513,-0.10885184596923211,0.7016205689226301,0.6441469562392116,-0.4770371776733767,female
