meanfreq,sd,Q75,skew,sfm,mode,meanfun,minfun,maxfun,meandom,maxdom,modindx,label
0.0597809849598081,0.0642412677031359,0.0901934398654331,12.8634618371626,0.491917766397811,0.0,0.084279106440321,0.0157016683022571,0.275862068965517,0.0078125,0.0078125,0.0,male
0.066008740387572,0.0673100287952527,0.0926661901358113,22.4232853628204,0.513723842537073,0.0,0.107936553670454,0.0158259149357072,0.25,0.009014423076923,0.0546875,0.0526315789473684,male
0.0773155026958227,0.0838294209445061,0.131908017402113,30.7571545800584,0.478904979116727,0.0,0.0987062615673936,0.0156555772994129,0.271186440677966,0.0079900568181818,0.015625,0.0465116279069767,male
0.151228091724635,0.0721105872627985,0.207955251709136,1.23283127554372,0.727231798861951,0.0838781852082039,0.0889648485504597,0.017797552836485,0.25,0.201497395833333,0.5625,0.247119078104994,male
0.135120387296677,0.0791461004935869,0.206044928522805,1.10117366551545,0.783568057553871,0.1042614023145,0.106397844620363,0.0169312169312169,0.266666666666667,0.7128125,5.484375,0.208273894436519,male
0.132786407306188,0.0795568659729794,0.209591598599767,1.93256243208397,0.73830700448564,0.112555425904317,0.110131920122721,0.0171122994652406,0.253968253968254,0.298221982758621,2.7265625,0.125159642401022,male
0.150762330177465,0.0744632052034133,0.205718085106383,1.53064323137138,0.762637670276566,0.0861968085106383,0.105944515254121,0.0262295081967213,0.266666666666667,0.479619565217391,5.3125,0.123991864787152,male
0.160514332166817,0.0767668848761485,0.231961874503574,1.39715636508704,0.719857907046562,0.128324066719619,0.093052430337196,0.0177580466148724,0.144144144144144,0.301339285714286,0.5390625,0.28393665158371,male
0.142239416807037,0.0780184624458836,0.208587443946188,1.09974615121553,0.770992054490076,0.219103139013453,0.0967289462068476,0.0179573512906846,0.25,0.336476293103448,2.1640625,0.148272017837235,male
0.134328777309825,0.0803500276143771,0.201957119296317,1.19036844433836,0.804505253038031,0.011698735568994,0.105880926304665,0.0193003618817853,0.262295081967213,0.340364583333333,4.6953125,0.0899199815784929,male
0.157020511056795,0.0719429306811688,0.2167397521449,0.97944227542161,0.733692877928757,0.0963584366062917,0.0888939829948002,0.0220689655172414,0.117647058823529,0.460227272727273,2.8125,0.2,male
0.138550521389033,0.0770539929982884,0.202739361702128,1.62676986679461,0.752042012692436,0.0121010638297872,0.104199318686673,0.0191387559808612,0.262295081967213,0.24609375,2.71875,0.132351371544455,male
0.137342741880723,0.0808767069335911,0.209226770630279,1.37872820350982,0.736149955067445,0.108434048083171,0.0926440193108201,0.0167890870933893,0.213333333333333,0.481670673076923,5.015625,0.0885,male
0.181225459373767,0.0600420545194889,0.229532062391681,1.36943045758527,0.537079994941026,0.219826689774697,0.131503722276956,0.025,0.275862068965517,1.27711397058824,2.8046875,0.416550279329609,male
0.183115280687352,0.0669823503730641,0.240152477763659,3.56810402353109,0.57139420151872,0.049987293519695,0.102798695064569,0.0208333333333333,0.275862068965517,1.24573863636364,6.7421875,0.139331767807852,male
0.174272105181833,0.0694110453235828,0.228279274326553,4.48503835015822,0.635199178449614,0.0500274876305662,0.102045991451092,0.0183276059564719,0.246153846153846,1.62129934210526,7.0,0.209310986964618,male
0.190846297652897,0.0657902823878029,0.244356705241661,1.56230368302863,0.538809584118407,0.0501293396868618,0.113322801479182,0.0175438596491228,0.275862068965517,1.43411458333333,6.3203125,0.25477978832366,male
0.171246971349986,0.074871569699177,0.243617463617464,3.20716982695899,0.586419514172829,0.05995841995842,0.0797183122032528,0.0156709108716944,0.262295081967213,0.106279481132075,0.5703125,0.138354700854701,male
0.168345946168349,0.074120817065231,0.239824079164376,2.70433472872787,0.55974231826604,0.0600329851566795,0.0834840221276007,0.0157170923379175,0.231884057971014,0.1465625,3.125,0.0595365965935246,male
0.173631376053858,0.073351512008514,0.244234033050469,2.80497488480386,0.518268556530761,0.0600267976775346,0.0901295386406535,0.0157016683022571,0.210526315789474,0.19304435483871,2.8203125,0.0681238615664845,male
0.172754287202847,0.0769025830140396,0.24536756126021,2.96776509333623,0.523081122573219,0.059953325554259,0.0935735125050573,0.0157635467980296,0.2,0.235877403846154,0.71875,0.235069278547539,male
0.181015393833521,0.0743693038331353,0.254174757281553,2.58732453355436,0.475317470815803,0.0599568500539374,0.0986434101933255,0.0161453077699294,0.275862068965517,0.20984375,3.6953125,0.0599399717514124,male
0.163535853470868,0.072448898313093,0.227448680351906,3.58764999004366,0.542422403541936,0.059941348973607,0.0625416438604246,0.0156862745098039,0.197530864197531,0.0596217105263158,0.4453125,0.0916988416988417,male
0.170212797508261,0.0751049460722898,0.250125523012552,2.81679291835158,0.487965715691965,0.0599442119944212,0.0776984149257884,0.0157016683022571,0.192771084337349,0.1015625,0.5625,0.16179126038281,male
0.160422476518119,0.0766147644560479,0.237243539545811,6.25320825198848,0.567423613537129,0.0600783085356304,0.0989441461784293,0.0160965794768612,0.275862068965517,0.206756161971831,3.953125,0.0738896746817539,male
0.164699838046527,0.07536177235918,0.240474934036939,4.20860840517055,0.604020485106291,0.0599648197009675,0.0829626113523638,0.0156402737047898,0.253968253968254,0.143353174603175,1.0625,0.125925925925926,male
